asset_id,hostname,classe,tipo_ativo,so_produto,criticidade,ambiente,status,app_produto,classe_encoded,criticidade_encoded,ambiente_encoded,qtd_cves_total,qtd_cves_aplicaveis,cvss_score_medio,cvss_score_max,cvss_score_std,qtd_critical,qtd_high,qtd_medium,qtd_low,pct_critical_high,qtd_cwes_distintos,pct_aplicaveis,PC1,PC2,PC3
ASSET-0180,SRVAPP-LNX-007,Servidor,Servidor de Aplicação,Windows Server 2019,BAIXA,Homologação,Ativo,SAP NetWeaver Application Server for ABAP,1,1,2,691.0,691.0,7.23,9.9,1.19,8.0,456.0,222.0,5.0,67.1,64.0,100.0,2.6069212652076734,-0.16252928821478677,-0.07308603538755776
ASSET-0181,SRVAPP-LNX-008,Servidor,Servidor de Aplicação,Windows Server 2022,BAIXA,Desenvolvimento,Ativo,MySQL Server,1,1,1,807.0,119.0,6.19,9.8,1.53,1.0,47.0,66.0,5.0,40.3,21.0,14.7,-0.7891069624374107,2.0806075714301557,-1.5837101728389618
ASSET-0182,SRVAPP-LNX-009,Servidor,Servidor de Aplicação,Windows Server 2019,BAIXA,Produção,Ativo,Cisco IOS XE Software,1,1,3,728.0,394.0,7.23,10.0,1.12,7.0,268.0,116.0,3.0,69.8,50.0,54.1,1.3612558267754773,0.8631951660515077,0.46015277190566384
ASSET-0183,SRVAPP-LNX-010,Servidor,Servidor de Aplicação,Linux,CRÍTICA,Produção,Ativo,Oracle Java SE,1,4,3,2671.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,0.4,-1.4758289500573816,2.4188006687914427,1.1325514784955164
ASSET-0184,SRVAPP-LNX-011,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,ALTA,Desenvolvimento,Ativo,Junos OS,1,3,1,241.0,9.0,5.91,7.5,0.89,0.0,1.0,8.0,0.0,11.1,9.0,3.7,-2.29391646157265,1.350030654183103,-0.5372374914380803
ASSET-0185,SRVAPP-LNX-012,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,CRÍTICA,Homologação,Ativo,Db2,1,4,2,191.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.537985087242162,0.004290929511003205,0.9413590858735751
ASSET-0186,SRVAPP-LNX-013,Servidor,Servidor de Aplicação,Windows Server 2022,MÉDIA,Produção,Em manutenção,FortiOS,1,2,3,748.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,95.2,2.6146722274766208,-0.18737768485116976,1.1572101761168876
ASSET-0187,SRVAPP-LNX-014,Servidor,Servidor de Aplicação,Linux,ALTA,Produção,Descomissionado,Oracle Java SE,1,3,3,2671.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.416467064244256,0.14895750515890113,1.1734602193053432
ASSET-0188,SRVAPP-LNX-015,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,MÉDIA,Homologação,Ativo,SAP NetWeaver Application Server ABAP,1,2,2,182.0,5.0,5.88,8.5,1.71,0.0,1.0,4.0,0.0,20.0,4.0,2.7,-1.6701445310101175,2.295785275214756,-0.4956475633624301
ASSET-0189,SRVAPP-LNX-016,Servidor,Servidor de Aplicação,Windows Server 2019,MÉDIA,Desenvolvimento,Em manutenção,Cisco IOS XE Software,1,2,1,728.0,394.0,7.23,10.0,1.12,7.0,268.0,116.0,3.0,69.8,50.0,54.1,1.2919035431634376,0.821676422918709,-0.5294083963062289
ASSET-0190,SRVAPP-LNX-017,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,ALTA,Produção,Ativo,SAP NetWeaver Application Server ABAP,1,3,3,182.0,5.0,5.88,8.5,1.71,0.0,1.0,4.0,0.0,20.0,4.0,2.7,-1.6827555698866403,2.2853779246711237,0.7050942240952779
ASSET-0191,SRVAPP-LNX-018,Servidor,Servidor de Aplicação,Windows Server 2025,CRÍTICA,Desenvolvimento,Ativo,MySQL Server,1,4,1,871.0,836.0,7.06,9.9,1.27,10.0,522.0,294.0,10.0,63.6,71.0,96.0,2.981436202728897,-0.5467237338547369,0.8084654724102632
ASSET-0192,SRVAPP-LNX-019,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 8,MÉDIA,Homologação,Ativo,Oracle Java SE,1,2,2,193.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,5.7,-1.389368280787638,2.40310139434726,-0.5474149423540134
ASSET-0193,SRVAPP-LNX-020,Servidor,Servidor de Aplicação,Windows Server 2025,MÉDIA,Produção,Ativo,FortiOS,1,2,3,812.0,776.0,7.22,9.9,1.15,10.0,522.0,239.0,5.0,68.6,71.0,95.6,3.0208944731835663,-0.4488798211321243,1.3414580867955361
ASSET-0194,SRVAPP-LNX-021,Servidor,Servidor de Aplicação,Windows Server 2019,CRÍTICA,Desenvolvimento,Ativo,Cisco IOS XE Software,1,4,1,728.0,728.0,7.22,10.0,1.19,9.0,476.0,238.0,5.0,66.6,62.0,100.0,2.635886000743989,-0.3307065253007297,0.6688856679321452
ASSET-0195,SRVAPP-LNX-022,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,BAIXA,Produção,Ativo,FortiOS,1,1,3,213.0,5.0,4.72,6.3,1.11,0.0,0.0,4.0,1.0,0.0,5.0,2.3,-2.513787452400397,1.2405056261062346,0.010396329399287358
ASSET-0196,SRVAPP-LNX-023,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 8,CRÍTICA,Produção,Ativo,curl,1,4,3,195.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-4.481355768090108,-1.1380627370238212,1.9187740889518112
ASSET-0197,SRVAPP-LNX-024,Servidor,Servidor de Aplicação,Windows Server 2022,CRÍTICA,Homologação,Ativo,SAP NetWeaver Application Server for ABAP,1,4,2,719.0,719.0,7.23,9.9,1.18,9.0,474.0,231.0,5.0,67.2,67.0,100.0,2.6955626695183836,-0.3447660354943902,1.425890546464536
ASSET-0198,SRVAPP-LNX-025,Servidor,Servidor de Aplicação,Windows Server 2025,MÉDIA,Produção,Ativo,SAP NetWeaver Application Server for ABAP,1,2,3,783.0,783.0,7.22,9.9,1.16,11.0,523.0,244.0,5.0,68.2,73.0,100.0,3.1818004400405018,-0.5492166459195059,1.3992503983948401
ASSET-0199,SRVAPP-LNX-026,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 7,BAIXA,Produção,Em manutenção,curl,1,1,3,135.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-4.381191333085388,-1.0819215772961146,0.5057179686992089
ASSET-0200,SRVAPP-LNX-027,Servidor,Servidor de Aplicação,Windows Server 2025,ALTA,Produção,Ativo,Oracle Java SE,1,3,3,790.0,509.0,7.17,9.9,1.1,7.0,345.0,153.0,4.0,69.2,55.0,64.4,1.659997123393238,0.4584278162535631,1.4817423954562985
ASSET-0201,SRVAPP-LNX-028,Servidor,Servidor de Aplicação,Windows Server 2022,MÉDIA,Homologação,Ativo,ColdFusion,1,2,2,761.0,74.0,7.54,9.8,0.95,5.0,54.0,15.0,0.0,79.7,26.0,9.7,-0.19252833440416597,1.9713637154078072,-0.12580042458589163
ASSET-0202,SRVAPP-LNX-029,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,BAIXA,Homologação,Ativo,ColdFusion,1,1,2,226.0,16.0,7.78,9.1,1.43,4.0,7.0,5.0,0.0,68.8,9.0,7.1,-0.5027701964119409,2.5522257961714647,-0.8378907365893188
ASSET-0203,SRVAPP-LNX-030,Servidor,Servidor de Aplicação,Windows Server 2022,ALTA,Produção,Em manutenção,ColdFusion,1,3,3,761.0,59.0,7.42,9.8,0.86,1.0,47.0,11.0,0.0,81.4,21.0,7.8,-0.7200910147396173,2.1348101492022256,0.8431953579021109
ASSET-0204,SRVAPP-LNX-031,Servidor,Servidor de Aplicação,Linux,MÉDIA,Produção,Descomissionado,Oracle Java SE,1,2,3,2671.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,0.4,-1.4127793758139915,2.4603562982714844,0.19126987402650092
ASSET-0205,SRVAPP-LNX-032,Servidor,Servidor de Aplicação,Linux,MÉDIA,Desenvolvimento,Ativo,MySQL Server,1,2,1,2752.0,60.0,4.97,6.5,0.97,0.0,0.0,55.0,5.0,0.0,0.0,2.2,-2.615606843033676,1.0986677558168843,-0.9957375144194266
ASSET-0206,SRVAPP-LNX-033,Servidor,Servidor de Aplicação,Linux,ALTA,Homologação,Ativo,Cisco IOS XE Software,1,3,2,2701.0,44.0,6.96,10.0,1.36,2.0,21.0,21.0,0.0,52.3,0.0,1.6,-1.0808376832613662,2.422999851251207,0.01903912963100462
ASSET-0207,SRVAPP-LNX-034,Servidor,Servidor de Aplicação,Windows Server 2025,MÉDIA,Produção,Ativo,curl,1,2,3,792.0,498.0,7.18,9.9,1.1,7.0,339.0,148.0,4.0,69.5,55.0,62.9,1.662105643095099,0.5148946455022125,1.0079433589900944
ASSET-0208,SRVAPP-LNX-035,Servidor,Servidor de Aplicação,Windows Server 2022,CRÍTICA,Produção,Ativo,MySQL Server,1,4,3,807.0,146.0,6.0,9.8,1.51,1.0,48.0,90.0,7.0,33.6,21.0,18.1,-0.894567777668041,1.8754903667497265,1.3043600652087668
ASSET-0209,SRVDB-LNX-001,Servidor,Servidor de Banco de Dados,Windows Server 2019,ALTA,Produção,Ativo,MySQL Server,1,3,3,779.0,771.0,6.99,9.9,1.35,7.0,456.0,296.0,12.0,60.1,62.0,99.0,2.5103073597218373,-0.17670820461336725,1.5178015261161004
ASSET-0210,SRVDB-LNX-002,Servidor,Servidor de Banco de Dados,Windows Server 2025,ALTA,Produção,Ativo,Db2,1,3,3,790.0,503.0,7.17,9.9,1.1,7.0,340.0,152.0,4.0,69.0,56.0,63.7,1.649629529650011,0.4697989050174695,1.484124472546222
ASSET-0211,SRVDB-LNX-003,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,MÉDIA,Homologação,Ativo,FortiOS,1,2,2,213.0,5.0,4.72,6.3,1.11,0.0,0.0,4.0,1.0,0.0,5.0,2.3,-2.564225987767264,1.2093573471698247,-0.24906385358940505
ASSET-0212,SRVDB-LNX-004,Servidor,Servidor de Banco de Dados,Linux,ALTA,Desenvolvimento,Ativo,MySQL Server,1,3,1,2752.0,87.0,5.04,7.5,1.01,0.0,1.0,79.0,7.0,1.1,0.0,3.2,-2.4722186976719938,1.1926843977885953,-0.562584815926569
ASSET-0213,SRVDB-LNX-005,Servidor,Servidor de Banco de Dados,Linux,ALTA,Produção,Ativo,FortiOS,1,3,3,2693.0,2.0,5.8,6.3,0.71,0.0,0.0,2.0,0.0,0.0,2.0,0.1,-2.7250403991047145,1.0622507704323574,0.9785267424241996
ASSET-0214,SRVDB-LNX-006,Servidor,Servidor de Banco de Dados,Windows Server 2025,MÉDIA,Homologação,Ativo,FortiOS,1,2,2,812.0,500.0,7.18,9.9,1.1,7.0,339.0,150.0,4.0,69.2,57.0,61.6,1.6561760579006224,0.5015312326158925,0.2904463509412395
ASSET-0215,SRVDB-LNX-007,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,BAIXA,Homologação,Ativo,curl,1,1,2,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.420861255265793,-1.0693051608637598,-0.22055289395517058
ASSET-0216,SRVDB-LNX-008,Servidor,Servidor de Banco de Dados,Linux,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,2671.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.353417490000866,0.19051313463894262,0.23217861483632762
ASSET-0217,SRVDB-LNX-009,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,MÉDIA,Produção,Ativo,SAP NetWeaver Application Server ABAP,1,2,3,182.0,5.0,5.88,8.5,1.71,0.0,1.0,4.0,0.0,20.0,4.0,2.7,-1.6512307827649453,2.3061557394111447,0.23445342186077012
ASSET-0218,SRVDB-LNX-010,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,ALTA,Homologação,Ativo,Cisco IOS XE Software,1,3,2,221.0,45.0,6.9,10.0,1.4,2.0,21.0,22.0,0.0,51.1,1.0,20.4,-0.9151314296443456,2.266132847072776,-0.009752895978149411
ASSET-0219,SRVDB-LNX-011,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,CRÍTICA,Produção,Descomissionado,FortiOS,1,4,3,215.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.4317823756638943,0.11887997451295537,1.6483533653619986
ASSET-0220,SRVDB-LNX-012,Servidor,Servidor de Banco de Dados,Linux,MÉDIA,Produção,Ativo,FortiOS,1,2,3,2693.0,4.0,4.8,6.3,1.27,0.0,0.0,3.0,1.0,0.0,4.0,0.1,-2.476018722933459,1.396221075803224,0.44615493651346494
ASSET-0221,SRVDB-LNX-013,Servidor,Servidor de Banco de Dados,Linux,BAIXA,Desenvolvimento,Ativo,MySQL Server,1,1,1,2752.0,60.0,4.97,6.5,0.97,0.0,0.0,55.0,5.0,0.0,0.0,2.2,-2.584082055911981,1.119445570556905,-1.4663783166539344
ASSET-0222,SRVDB-LNX-014,Servidor,Servidor de Banco de Dados,Windows Server 2019,ALTA,Homologação,Ativo,FortiOS,1,3,2,720.0,352.0,7.26,9.9,1.09,5.0,247.0,97.0,3.0,71.6,52.0,48.9,0.9969019579647082,0.9951089389623674,0.5660941886330518
ASSET-0223,SRVDB-LNX-015,Servidor,Servidor de Banco de Dados,Windows Server 2025,ALTA,Homologação,Ativo,FortiWeb,1,3,2,792.0,776.0,7.22,9.9,1.15,10.0,522.0,239.0,5.0,68.6,71.0,98.0,2.9896219045811634,-0.5012587897566104,1.0781108859242865
ASSET-0224,SRVDB-LNX-016,Servidor,Servidor de Banco de Dados,Windows Server 2019,BAIXA,Produção,Ativo,FortiOS,1,1,3,720.0,351.0,7.26,9.9,1.09,5.0,247.0,96.0,3.0,71.8,50.0,48.8,1.054699321285014,1.0604409726946842,0.3446720936815669
ASSET-0225,SRVDB-LNX-017,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,MÉDIA,Desenvolvimento,Em manutenção,Db2,1,2,1,191.0,6.0,5.93,7.8,1.23,0.0,1.0,5.0,0.0,16.7,3.0,3.1,-2.061906785006755,1.7810842589803073,-1.1197919072651021
ASSET-0226,SRVDB-LNX-018,Servidor,Servidor de Banco de Dados,Windows Server 2019,MÉDIA,Produção,Ativo,FortiOS,1,2,3,720.0,686.0,7.24,9.9,1.18,7.0,455.0,219.0,5.0,67.3,64.0,95.3,2.4566848779916852,-0.08205546020796159,1.0803084690596059
ASSET-0227,SRVDB-LNX-019,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,ALTA,Produção,Em manutenção,FortiWeb,1,3,3,193.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.487546551875295,0.03543920844741296,1.2008192688622676
ASSET-0228,SRVDB-LNX-020,Servidor,Servidor de Banco de Dados,Linux,MÉDIA,Produção,Em manutenção,MySQL Server,1,2,3,2752.0,87.0,5.04,7.5,1.01,0.0,1.0,79.0,7.0,1.1,0.0,3.2,-2.4028664140599543,1.234203140921394,0.4269763522853238
ASSET-0229,SRVDB-LNX-021,Servidor,Servidor de Banco de Dados,Windows Server 2022,MÉDIA,Produção,Ativo,Db2,1,2,3,726.0,64.0,7.32,9.8,0.92,1.0,48.0,15.0,0.0,76.6,24.0,8.8,-0.6666491681776937,2.1230743099299243,0.38752200118985897
ASSET-0230,SRVDB-LNX-022,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 7,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,133.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,8.3,-1.3181666147592672,2.411249759454921,-0.29216569540475806
ASSET-0231,SRVDB-LNX-023,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,BAIXA,Produção,Em manutenção,Oracle Java SE,1,1,3,191.0,12.0,6.53,8.6,1.47,0.0,6.0,6.0,0.0,50.0,1.0,6.3,-1.3373189084811208,2.4417383459808195,-0.28770789953712994
ASSET-0232,SRVDB-LNX-024,Servidor,Servidor de Banco de Dados,Windows Server 2025,ALTA,Produção,Ativo,Cisco IOS XE Software,1,3,3,820.0,820.0,7.21,10.0,1.16,12.0,543.0,260.0,5.0,67.7,71.0,100.0,3.292728498065379,-0.6654677893290183,1.9300414824687278
ASSET-0233,SRVDB-LNX-025,Servidor,Servidor de Banco de Dados,Linux,MÉDIA,Desenvolvimento,Ativo,Db2,1,2,1,2671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.47129979063266,-1.1004534398001695,-0.4800130769438632
ASSET-0234,SRVDB-LNX-026,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,CRÍTICA,Produção,Ativo,,1,4,3,177.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,-3.5182727570484706,0.013776781637055723,1.6712981120183352
ASSET-0235,SRVDB-LNX-027,Servidor,Servidor de Banco de Dados,Windows Server 2019,MÉDIA,Homologação,Ativo,Db2,1,2,2,698.0,689.0,7.23,9.9,1.18,7.0,456.0,221.0,5.0,67.2,63.0,98.7,2.455281311564069,-0.12445441911520747,0.34085426797906326
ASSET-0236,SRVDB-LNX-028,Servidor,Servidor de Banco de Dados,Linux,BAIXA,Homologação,Ativo,FortiWeb,1,1,2,2673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.420861255265793,-1.0693051608637598,-0.22055289395517058
ASSET-0237,SRVDB-LNX-029,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,ALTA,Produção,Ativo,Oracle Java SE,1,3,3,191.0,12.0,6.53,8.6,1.47,0.0,6.0,6.0,0.0,50.0,1.0,6.3,-1.4003684827245109,2.400182716500778,0.6535737049318856
ASSET-0238,SRVDB-LNX-030,Servidor,Servidor de Banco de Dados,Windows Server 2022,BAIXA,Produção,Ativo,MySQL Server,1,1,3,807.0,772.0,7.06,9.9,1.3,8.0,473.0,281.0,10.0,62.3,65.0,95.7,2.708364587843887,-0.19995236424042948,0.6716835916885913
ASSET-0239,SRVMON-LNX-001,Servidor,Servidor de Monitoramento,Windows Server 2019,CRÍTICA,Homologação,Ativo,,1,4,2,684.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,100.0,2.387825072841193,-0.16186185484421148,1.2735625844490177
ASSET-0240,SRVMON-LNX-002,Servidor,Servidor de Monitoramento,Linux,ALTA,Produção,Ativo,curl,1,3,3,2673.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-4.461011128247684,-1.1049003532990893,1.450400713815462
ASSET-0241,SRVMON-LNX-003,Servidor,Servidor de Monitoramento,Red Hat Enterprise Linux 8,CRÍTICA,Produção,Ativo,MySQL Server,1,4,3,274.0,87.0,5.04,7.5,1.01,0.0,1.0,79.0,7.0,1.1,0.0,31.8,-2.2375215510268083,0.939648459325111,1.321937660320531
ASSET-0242,SRVMON-LNX-004,Servidor,Servidor de Monitoramento,Linux,MÉDIA,Produção,Ativo,FortiOS,1,2,3,2693.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-3.372725711163101,0.16485866434467947,0.7078815562851826
ASSET-0243,SRVMON-LNX-005,Servidor,Servidor de Monitoramento,Windows Server 2025,CRÍTICA,Homologação,Ativo,ColdFusion,1,4,2,825.0,791.0,7.24,9.9,1.15,14.0,529.0,243.0,5.0,68.6,74.0,95.9,3.3715767279086535,-0.7308677917592175,1.79450449290962
ASSET-0244,SRVMON-LNX-006,Servidor,Servidor de Monitoramento,Red Hat Enterprise Linux 9,MÉDIA,Homologação,Ativo,FortiOS,1,2,2,213.0,3.0,5.33,6.3,0.95,0.0,0.0,3.0,0.0,0.0,3.0,1.4,-2.612102035378753,1.1879443276236201,-0.2485943531612747
ASSET-0245,SRVMON-LNX-007,Servidor,Servidor de Monitoramento,Linux,BAIXA,Desenvolvimento,Ativo,Oracle Java SE,1,1,1,2671.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,0.4,-1.419082085182641,2.4603931846187272,-1.7395728986544075
ASSET-0246,SRVMON-LNX-008,Servidor,Servidor de Monitoramento,Red Hat Enterprise Linux 8,ALTA,Desenvolvimento,Ativo,ColdFusion,1,3,1,228.0,15.0,8.01,9.1,1.15,4.0,7.0,4.0,0.0,73.3,8.0,6.6,-0.6832464226862713,2.341117718907514,-0.5937260623938049
ASSET-0247,SRVMON-LNX-009,Servidor,Servidor de Monitoramento,Windows Server 2019,ALTA,Produção,Ativo,Cisco IOS XE Software,1,3,3,728.0,394.0,7.23,10.0,1.12,7.0,268.0,116.0,3.0,69.8,50.0,54.1,1.2982062525320872,0.8216395365714663,1.4014343763746793
ASSET-0248,SRVMON-LNX-010,Servidor,Servidor de Monitoramento,Linux,MÉDIA,Produção,Ativo,ColdFusion,1,2,3,2706.0,15.0,8.01,9.1,1.15,4.0,7.0,4.0,0.0,73.3,8.0,0.6,-0.6618090559853931,2.4357131862605037,0.40555265052448125
ASSET-0249,SRVMON-LNX-011,Servidor,Servidor de Monitoramento,Windows Server 2022,MÉDIA,Homologação,Em manutenção,SAP NetWeaver Application Server for ABAP,1,2,2,719.0,66.0,7.29,9.8,1.06,2.0,48.0,16.0,0.0,75.8,25.0,9.2,-0.5105609238794357,2.1638325027293286,-0.30695329194787224
ASSET-0250,SRVMON-LNX-012,Servidor,Servidor de Monitoramento,Windows Server 2022,MÉDIA,Homologação,Ativo,,1,2,2,712.0,59.0,7.42,9.8,0.86,1.0,47.0,11.0,0.0,81.4,21.0,8.3,-0.7034870661204978,2.140794439394175,-0.35835622494779656
ASSET-0251,SRVMON-LNX-013,Servidor,Servidor de Monitoramento,Windows Server 2019,ALTA,Homologação,Em manutenção,curl,1,3,2,700.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,97.7,2.4009824751469426,-0.120737962486451,0.8066468410186275
ASSET-0252,SRVBKP-LNX-001,Servidor,Servidor de Backup,Linux,MÉDIA,Produção,Ativo,Cisco IOS XE Software,1,2,3,2701.0,44.0,6.96,10.0,1.36,2.0,21.0,21.0,0.0,52.3,0.0,1.6,-1.030399147894499,2.454148130187617,0.27849931261969707
ASSET-0253,SRVBKP-LNX-002,Servidor,Servidor de Backup,Linux,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,2671.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,0.4,-1.3812545886922964,2.481134113011505,-0.27937092820800685
ASSET-0254,SRVBKP-LNX-003,Servidor,Servidor de Backup,Windows Server 2019,ALTA,Homologação,Ativo,Oracle Java SE,1,3,2,698.0,695.0,7.23,9.9,1.18,7.0,461.0,222.0,5.0,67.3,62.0,99.6,2.434657176221746,-0.15916898601811655,0.8089731569516662
ASSET-0255,SRVBKP-LNX-004,Servidor,Servidor de Backup,Linux,ALTA,Desenvolvimento,Em manutenção,Oracle Java SE,1,3,1,2671.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,0.4,-1.4821316594260312,2.4188375551386856,-0.7982912941853918
ASSET-0256,SRVBKP-LNX-005,Servidor,Servidor de Backup,Windows Server 2022,MÉDIA,Homologação,Ativo,SAP NetWeaver Application Server ABAP,1,2,2,717.0,63.0,7.34,9.8,0.96,1.0,48.0,14.0,0.0,77.8,24.0,8.8,-0.6488207675052263,2.1611812564374193,-0.3530670010492482
ASSET-0257,SRVBKP-LNX-006,Servidor,Servidor de Backup,Red Hat Enterprise Linux 8,ALTA,Produção,Em manutenção,Cisco IOS XE Software,1,3,3,223.0,44.0,6.96,10.0,1.36,2.0,21.0,21.0,0.0,52.3,0.0,19.7,-0.9173806023341905,2.273255530716688,0.719825521656585
ASSET-0258,SRVBKP-LNX-007,Servidor,Servidor de Backup,Windows Server 2022,MÉDIA,Produção,Descomissionado,Cisco IOS XE Software,1,2,3,756.0,756.0,7.22,10.0,1.18,10.0,494.0,247.0,5.0,66.7,65.0,100.0,2.9199788371535185,-0.38831327048745135,1.2748602090581007
ASSET-0259,SRVBKP-LNX-008,Servidor,Servidor de Backup,Windows Server 2022,CRÍTICA,Produção,Em manutenção,,1,4,3,712.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,100.0,2.58995458676216,-0.2713946937073638,2.0907177448207888
ASSET-0260,SRVBKP-LNX-009,Servidor,Servidor de Backup,Windows Server 2022,BAIXA,Homologação,Ativo,FortiWeb,1,1,2,728.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,97.8,2.648046397014647,-0.19997024813628714,-0.0477425473802573
ASSET-0261,SRVBKP-LNX-010,Servidor,Servidor de Backup,Linux,CRÍTICA,Produção,Ativo,Oracle Java SE,1,4,3,2671.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.447991851365951,0.12817969041888036,1.6441010215398508
ASSET-0262,SRVBKP-LNX-011,Servidor,Servidor de Backup,Linux,CRÍTICA,Produção,Ativo,Cisco IOS XE Software,1,4,3,2701.0,44.0,6.96,10.0,1.36,2.0,21.0,21.0,0.0,52.3,0.0,1.6,-1.093448722137889,2.412592500707576,1.2197809170887124
ASSET-0263,SRVBKP-LNX-012,Servidor,Servidor de Backup,Windows Server 2025,ALTA,Produção,Ativo,Junos OS,1,3,3,840.0,784.0,7.21,9.9,1.15,10.0,523.0,246.0,5.0,68.0,75.0,93.3,3.022435282419674,-0.4855044084388127,1.837763408568097
ASSET-0264,SRVBKP-LNX-013,Servidor,Servidor de Backup,Windows Server 2022,MÉDIA,Produção,Ativo,FortiOS,1,2,3,748.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,95.2,2.6146722274766208,-0.18737768485116976,1.1572101761168876
ASSET-0265,SRVBKP-LNX-014,Servidor,Servidor de Backup,Windows Server 2025,BAIXA,Produção,Ativo,Junos OS,1,1,3,840.0,784.0,7.21,9.9,1.15,10.0,523.0,246.0,5.0,68.0,75.0,93.3,3.085484856663064,-0.44394877895877116,0.8964818040990814
ASSET-0266,SRVBKP-LNX-015,Servidor,Servidor de Backup,Windows Server 2022,BAIXA,Produção,Ativo,,1,1,3,712.0,59.0,7.42,9.8,0.86,1.0,47.0,11.0,0.0,81.4,21.0,8.3,-0.6530485307536305,2.171942718330585,-0.09889604195910418
ASSET-0267,NB-WIN11-001,Notebook,Estação de Trabalho,Windows 10 Version 22H2,ALTA,Produção,Ativo,curl,0,3,3,648.0,627.0,7.22,9.9,1.17,7.0,425.0,190.0,5.0,68.9,62.0,96.8,2.5178352594204263,-0.6594550215122409,0.33795918279035947
ASSET-0268,NB-WIN11-002,Notebook,Estação de Trabalho,Windows 10 Version 21H2,CRÍTICA,Produção,Ativo,Oracle Java SE,0,4,3,646.0,461.0,7.22,9.9,1.05,5.0,329.0,124.0,3.0,72.5,54.0,71.4,1.635380194075592,-0.11228006060417844,0.6385100725497845
ASSET-0269,NB-WIN11-003,Notebook,Estação de Trabalho,macOS,MÉDIA,Produção,Ativo,,0,2,3,608.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.4,-3.264116979075884,-2.792801214668727,-0.3403825841298508
